,id,name,name_scientific,description,itis_id,wikipedia_id,wikipedia_id.1,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb
60,61,Coriander,Coriandrum sativum,"Coriander (Coriandrum sativum), also known as cilantro, Chinese parsley or dhania, is an annual herb in the family Apiaceae. Coriander is native to regions spanning from southern Europe and North Africa to southwestern Asia. It is a soft, hairless plant growing to 50��cm tall. The leaves are variable in shape, broadly lobed at the base of the plant, and slender and feathery higher on the flowering stems. The flowers are borne in small umbels, white or very pale pink, asymmetrical, with the petals pointing away from the centre of the umbel longer (5���6��mm) than those pointing towards it (only 1���3��mm long). The fruit is a globular, dry schizocarp 3���5��mm (&#160) in diameter.",29622.0,Coriander,61.jpg,image/jpeg,147926.0,2012-04-20 09:38:52 UTC,65.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:23 UTC,,,False,specific,4047.0,True
61,62,Common hazelnut,Corylus avellana,"Corylus avellana, the Common Hazel, is a species of hazel native to Europe and western Asia, from the British Isles south to Iberia, Greece, Turkey and Cyprus, north to central Scandinavia, and east to the central Ural Mountains, the Caucasus, and northwestern Iran. It is an important component of the hedgerows that were the traditional field boundaries in lowland England. The wood was traditionally grown as coppice, the poles cut being used for wattle-and-daub building and agricultural fencing. Common Hazel is cultivated for its nuts. The name hazelnut applies to the nuts of any of the species of the genus Corylus. This hazelnut or cob nut, the kernel of the seed, is edible and used raw or roasted, or ground into a paste. The cob is round, compared with the longer filbert nut.",501642.0,Corylus avellana,62.jpg,image/jpeg,30284.0,2012-04-20 09:38:19 UTC,66.0,Nuts,Nuts,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:23 UTC,,,False,specific,13451.0,True
62,63,Saffron,Crocus sativus,"Saffron is a spice derived from the flower of Crocus sativus, commonly known as the saffron crocus. Crocus is a genus in the family Iridaceae. Saffron crocus grows to 20-30 cm (8-12 in) and bears up to four flowers, each with three vivid crimson stigmas, which are the distal end of a carpel. Together with the styles, or stalks that connect the stigmas to their host plant, the dried stigmas are used mainly in various cuisines as a seasoning and colouring agent. Saffron, long among the world's most costly spices by weight, is native to Greece or Southwest Asia and was first cultivated in Greece. As a genetically monomorphic clone, it was slowly propagated throughout much of Eurasia and was later brought to parts of North Africa, North America, and Oceania.



Saffron's taste and iodoform or hay-like fragrance result from the chemicals picrocrocin and safranal. It also contains a carotenoid pigment, crocin, which imparts a rich golden-yellow hue to dishes and textiles. Its recorded history is attested in a 7th-century BC Assyrian botanical treatise compiled under Ashurbanipal, and it has been traded and used for over four millennia. Iran now accounts for approximately 90% of the world production of saffron.",501794.0,Saffron,63.jpg,image/jpeg,108338.0,2012-04-20 09:42:34 UTC,67.0,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:23 UTC,,,False,specific,82528.0,True
63,64,Muskmelon,Cucumis melo,"Muskmelon (Cucumis melo) is a species of melon that has been developed into many cultivated varieties. These include smooth skinned varieties such as honeydew, crenshaw and casaba, and different netted cultivars (cantaloupe, Persian melon and Santa Claus or Christmas melon). The Armenian cucumber is also a variety of muskmelon, but its shape, taste, and culinary uses more closely resemble those of a cucumber. The large number of cultivars in this species approaches that found in wild cabbage, though morphological variation is not as extensive. It is a fruit of a type called pepo. Muskmelon is native to Persia, Anatolia, Armenia, and adjacent areas on the west and the east which is believed to be their center of origin and development, with a secondary center including the northwest provinces of India and Afghanistan. Although truly wild forms of C. melo have not been found, several related wild species have been noted in those regions.",22362.0,Muskmelon,64.jpg,image/jpeg,130759.0,2012-04-20 09:39:44 UTC,68.0,Gourds,Gourds,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:23 UTC,,,False,specific,3656.0,True
64,65,Cucumber,Cucumis sativus,"Cucumber (Cucumis sativus) is a widely cultivated plant in the gourd family Cucurbitaceae. It is a creeping vine that bears cylindrical fruits that are used as culinary vegetables. There are three main varieties of cucumber: slicing, pickling, and burpless. Within these varieties, several different cultivars have emerged. The cucumber is originally from Southern Asia, but now grows on most continents. Many different varieties are traded on the global market.",22364.0,Cucumber,65.jpg,image/jpeg,117101.0,2012-04-20 09:30:14 UTC,69.0,Gourds,Gourds,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:23 UTC,,,True,specific,3659.0,True
65,66,Cucurbita (Gourd),Cucurbita,"Cucurbita (Latin for gourd) is a genus in the gourd family Cucurbitaceae native to and originally cultivated in the Andes and Mesoamerica. The Cucurbita genus is an important source of human food and is used for other purposes such as beverages, medicine, oil, and detergent. Some Cucurbita species were brought to Europe after the discovery of America and are now used in many parts of the world. The plants, referred to as squash, pumpkin or gourd depending on species, variety and local parlance, are grown for their edible fruits and seeds. Real (bottle-)gourds, used as utensils or vessels, belong to the genus Lagenaria and are native to Africa. Lagenaria are in the same family and subfamily as Cucurbita, but different tribes.",22365.0,Cucurbita,66.jpg,image/jpeg,68015.0,2012-04-20 09:30:13 UTC,72.0,Gourds,Gourds,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:23 UTC,,,False,specific,3660.0,True
66,67,Cumin,Cuminum cyminum,"Cumin (Cuminum cyminum) is a flowering plant in the family Apiaceae as caraway, parsley, and dill., native from the east Mediterranean to India. Its seeds (each one contained within a fruit, which is dried) are used in the cuisines of many different cultures, in both whole and ground form. It also has many uses as a traditional medicinal plant.  In the ancient Egyptian civilization, cumin was used as spice and as preservative in mummification. Cumin seed is used as a spice for its distinctive flavour and aroma. Cumin can be found in some cheeses, such as Leyden cheese, and in some traditional breads from France. Cumin can be an ingredient in chili powder (often Tex-Mex or Mexican-style), and is found in achiote blends, adobos, sofrito, garam masala, curry powder, and bahaarat. In South Asian cooking, it is often combined with coriander seeds in a powdered mixture called dhana jeera. Cumin's distinctive flavour is strong. It has a warm aroma due to its essential oil content. Its main constituent aroma compounds are cuminaldehyde (a promising agent against alpha-synuclein aggregation) and cuminic alcohol. Other important aroma compounds of toasted cumin are the substituted pyrazines, 2-ethoxy-3-isopropylpyrazine, 2-methoxy-3-sec-butylpyrazine, and 2-methoxy-3-methylpyrazine. Other components include �_-terpinene, safranal, p-cymene and �_-pinene  [Wikipedia]",501839.0,Cumin,67.jpg,image/jpeg,73485.0,2012-04-20 09:32:32 UTC,73.0,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:18 UTC,2017-06-22 21:53:37 UTC,,,False,specific,52462.0,True
67,68,Turmeric,Curcuma longa,"Turmeric (Curcuma longa) is a rhizomatous herbaceous perennial plant of the ginger family, Zingiberaceae. It is native to tropical Tamil Nadu, in southeast India, and needs temperatures between 20 ��C and 30 ��C (68 ��F and 86 ��F) and a considerable amount of annual rainfall to thrive. Plants are gathered annually for their rhizomes, and propagated from some of those rhizomes in the following season.
It is one of the key ingredients in many Asian dishes. Tamil traditional medicine, called Siddha, has recommended turmeric in food for its potential medicinal value, which is a topic of active research. Its use as a coloring agent is not of primary value in South Asian cuisine.",42394.0,Turmeric,68.jpg,image/jpeg,105964.0,2012-04-20 09:37:49 UTC,74.0,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:24 UTC,,,False,specific,136217.0,True
68,69,Quince,Cydonia oblonga,"The quince (Cydonia oblonga) is the sole member of the genus Cydonia in the family Rosaceae (which also contains apples and pears, among other fruits). It is a small deciduous tree that bears a pome fruit, similar in appearance to a pear, and bright golden-yellow when mature. Throughout history the cooked fruit has been used as food, but the tree is also grown for its attractive pale pink blossom and other ornamental qualities.",25159.0,Quince,69.jpg,image/jpeg,582943.0,2012-04-20 09:29:08 UTC,75.0,Fruits,Pomes,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:24 UTC,,,False,specific,36610.0,True
69,70,Lemon grass,Cymbopogon citratus,"Cymbopogon citratus, commonly known as lemon grass or oil grass, is a tropical plant from Southeast Asia. Cymbopogon citratus is abundant in the Philippines and Indonesia where it is known as tanglad or sereh. Its fragrant leaves are traditionally used in cooking, particularly for ""lechon"" and roasted chicken. The dried leaves can also be brewed into a tea, either alone or as a flavoring in other teas, imparting a flavor reminiscent of lemon juice but with a mild sweetness without significant sourness or tartness. [Wikipedia]",41613.0,Cymbopogon citratus,70.jpg,image/jpeg,51480.0,2012-04-20 09:42:46 UTC,76.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:18 UTC,2017-06-23 20:38:34 UTC,,,False,specific,66014.0,True
70,71,Globe artichoke,Cynara scolymus,"The globe artichoke (Cynara cardunculus var. scolymus) is a cultivated variety of a species of thistle. It is cultivated as a food. The edible matter is buds that form within the flower heads before the flowers come into bloom. The buds go away or change to a coarse, barely edible form when the flower blooms. The uncultivated or wild variety of the species is called a cardoon. It is a perennial plant native to the Mediterranean region.",37222.0,Artichoke,71.jpg,image/jpeg,287703.0,2012-04-23 10:27:37 UTC,77.0,Vegetables,Shoot vegetables,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:24 UTC,,2.0,False,specific,59895.0,True
71,72,Wild carrot,Daucus carota,"<i>Daucus carota</i>, whose common names include wild carrot, bird's nest, bishop's lace, and Queen Anne's lace (North America), is a flowering plant in the family <i>Apiaceae</i>, native to temperate regions of Europe, southwest Asia and naturalized to North America and Australia. Domesticated carrots are cultivars of a subspecies, <i>Daucus carota</i> subsp. <i>sativus</i>.",29477.0,Daucus carota,Carrot.jpg,image/jpeg,111045.0,2015-02-27 18:22:25 UTC,78.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:24 UTC,,,False,specific,4039.0,True
72,73,Japanese persimmon,Diospyros kaki,"Diospyros kaki, better known as the Japanese Persimmon, Kaki Persimmon (kaki [?]) or Asian Persimmon in North America, is the most widely cultivated species of the Diospyros genus. Although its first published botanical description was not until 1780, the kaki is also among the oldest plants in cultivation, known for its use in China for more than 2000 years. In some rural Chinese communities, the kaki fruit is seen as having a great mystical power that can be harnessed to solve headaches, back pains and foot ache .",505970.0,Japanese_persimmon,73.jpg,image/jpeg,78375.0,2012-04-20 09:29:39 UTC,79.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:24 UTC,,,False,specific,35925.0,True
73,74,Cardamom,Elettaria cardamomum,"Cardamom (or cardamon) refers to several plants of the similar genera Elettaria and Amomum in the ginger family Zingiberaceae. Both genera are native to India, Nepal and Bhutan; they are recognised by their small seed pods, triangular in cross-section and spindle-shaped, with a thin, papery, outer shell and small black seeds. Today, Guatemala is the biggest producer and exporter of cardamom in the world, followed by India. Some other countries such as Sri Lanka have also begun to cultivate it. Elettaria pods are light green while Amomum pods are larger and dark brown. It is the world's third most expensive spice by weight, outstripped in market value only by saffron and vanilla.",506505.0,Cardamom,74.jpg,image/jpeg,63840.0,2012-04-20 09:33:35 UTC,80.0,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:18 UTC,2017-03-20 21:26:24 UTC,,,False,specific,105181.0,True
74,75,Black crowberry,Empetrum nigrum,"Empetrum nigrum is a species of crowberry known as black crowberry which is native to most northern areas of the northern hemisphere, as well as the Falkland Islands in the southern hemisphere. In gardening, it can be grown in acidic soils in shady, moist areas. It can be used for the edible berries, for a purple dye, or as a ground cover. The metabolism and photosynthetic parameters of Empretrum can be altered in winter-warming experiments",23743.0,Empetrum nigrum,75.jpg,image/jpeg,136568.0,2012-04-20 09:29:42 UTC,81.0,Fruits,Berries,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,191066.0,True
75,76,Loquat,Eriobotrya japonica,"The loquat (Eriobotrya japonica) is a species of flowering plant in the family Rosaceae, native to south-central China. It is a large evergreen shrub or small tree, grown commercially for its yellow fruit, and also cultivated as an ornamental plant.
Eriobotrya japonica was formerly thought to be closely related to the genus Mespilus, and is still sometimes known as the Japanese medlar. It is also known as Japanese plum and Chinese plum. In Japan it is called biwa. And in China, it is called Lo Guat (??) in Cantonese and pipa (??) in Mandarin. In Turkey it is known as malta eri?i, meaning Maltese plum.
Loquat fruits, growing in clusters, are oval, rounded or pear-shaped, 3?5 centimetres (1?2 in) long, with a smooth or downy, yellow or orange, sometimes red-blushed skin. The succulent, tangy flesh is white, yellow or orange and sweet to subacid or acid, depending on the cultivar.",502403.0,Loquat,76.jpg,image/jpeg,92789.0,2012-04-20 09:29:54 UTC,82.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,32224.0,True
76,77,Rocket salad (ssp.),Eruca vesicaria ssp. sativa,"Eruca sativa (syn. E. vesicaria subsp. sativa (Miller) Thell., Brassica eruca L.) is an edible annual plant, commonly known as salad rocket, roquette, rucola, rugula, colewort, and, in the United States, arugula. It is sometimes conflated with Diplotaxis tenuifolia, the perennial wall rocket, another plant of the Brassicaceae family, which in the past was used in the same manner. Eruca sativa, which is widely popular as a salad vegetable, is a species of Eruca native to the Mediterranean region, from Morocco and Portugal in the west to Syria, Lebanon and Turkey in the east. The Latin adjective sativa in the plant's binomial is derived from satum, the supine of the verb sero, meaning ""to sow"", indicating that the seeds of the plant were sown in gardens. Eruca sativa differs from E. vesicaria in having early deciduous sepals. Some botanists consider it a subspecies of Eruca vesicaria: E. vesicaria subsp. sativa. Still others do not differentiate between the two.",524057.0,Rocket_(salad),77.jpg,image/jpeg,52274.0,2012-04-20 09:36:17 UTC,83.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,29727.0,True
77,78,Wax apple,Eugenia,"Syzygium samarangense (syn. Eugenia javanica) is a plant species in the Myrtaceae, native to an area that includes the Greater Sunda Islands , Malay Peninsula and the Andaman and Nicobar Islands, but introduced in prehistoric times to a wider area and now widely cultivated in the tropics. English common names include Jambu air (local Indonesian and Malay name), Champoo (a transliteration of the Thai name), lembu or lian-woo (from the native Taiwanese name; Chinese: ??; pinyin: li��nw�_; Pe?h-?e-j?: li��n-b?), wax apple, love apple, java apple, royal apple, bell fruit (or bellfruit), Jamaican apple, water apple, mountain apple, cloud apple, wax jambu, and rose apple. It is commonly known as makopa in the Philippines.
The fruit is a bell-shaped, edible berry, with colors ranging from white, pale green, or green to red, purple, or crimson, to deep purple or even black, 4?6 cm long in wild plants.",27192.0,Wax_apple,78.jpg,image/jpeg,127178.0,2012-04-20 09:33:42 UTC,84.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,119950.0,True
80,81,Fig,Ficus carica,"The common fig (Ficus carica) is a species of flowering plant in the genus Ficus, from the family Moraceae, known as the common fig (or just the fig), ????? (Urdu), anjeer (Hindi), and dumur (Bengali). It is the source of the fruit also called the fig, and as such is an important crop in those areas where it is grown commercially. Native to the Middle East and western Asia, it has been sought out and cultivated by man since ancient times, and is now widely grown throughout the temperate world, both for its fruit and as an ornamental plant. Figs can be eaten fresh or dried, and used in jam-making. ",19093.0,Ficus_carica,81.jpg,image/jpeg,309098.0,2012-04-20 09:44:32 UTC,87.0,Fruits,Other fruits,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,3494.0,True
81,82,Fennel,Foeniculum vulgare,"Fennel (Foeniculum vulgare) is a plant species in the genus Foeniculum (treated as the sole species in the genus by most botanists). It is a member of the family Apiaceae (formerly the Umbelliferae). It is a hardy, perennial, umbelliferous herb, with yellow flowers and feathery leaves. It is indigenous to the shores of the Mediterranean but has become widely naturalized in many parts of the world, especially on dry soils near the sea-coast and on riverbanks. It is a highly aromatic and flavorful herb with culinary and medicinal uses and, along with the similar-tasting anise, is one of the primary ingredients of absinthe. Florence fennel or finocchio is a selection with a swollen, bulb-like stem base that is used as a vegetable. Fennel is used as a food plant by the larvae of some Lepidoptera species including the mouse moth and the anise swallowtail.",29509.0,Fennel,82.jpg,image/jpeg,102175.0,2012-04-20 09:30:27 UTC,88.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,48038.0,True
82,83,Strawberry,Fragaria X ananassa,"The garden strawberry (or simply strawberry /?str??b(?)ri/; Fragaria � ananassa) is a widely grown hybrid species of the genus Fragaria (collectively known as the strawberries). It is cultivated worldwide for its fruit. The fruit (which is not a botanical berry, but an aggregate accessory fruit) is widely appreciated for its characteristic aroma, bright red color, juicy texture, and sweetness. It is consumed in large quantities, either fresh or in such prepared foods as preserves, fruit juice, pies, ice creams, milkshakes, and chocolates. Artificial strawberry aroma is also widely used in many industrial food products.",24630.0,Strawberry,83.jpg,image/jpeg,1497236.0,2012-04-20 09:43:14 UTC,89.0,Fruits,Berries,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,3747.0,True
83,84,Black huckleberry,Gaylussacia baccata,"Gaylussacia baccata, the Black Huckleberry, is a common huckleberry found throughout a wide area of northeastern North America. It closely resembles the blueberry plants (Vaccinium species) with which it grows, but can be readily identified by the numerous resin dots on the undersides of the leaves which glitter when held up to the light. It is a vigorous clonal colonizer.",23660.0,Black_huckleberry,84.jpg,image/jpeg,43366.0,2012-04-20 09:39:49 UTC,90.0,Fruits,Berries,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,128893.0,True
84,85,Soy bean,Glycine max,"The soybean (US) or soya bean (UK) (Glycine max) is a species of legume native to East Asia, widely grown for its edible bean which has numerous uses. The plant is classed as an oilseed rather than a pulse by the UN Food and Agricultural Organization (FAO). Fat-free (defatted) soybean meal is a significant and cheap source of protein for animal feeds and many prepackaged meals; soy vegetable oil is another product of processing the soybean crop. For example, soybean products such as textured vegetable protein (TVP) are ingredients in many meat and dairy analogues. Soybeans produce significantly more protein per acre than most other uses of land. Traditional nonfermented food uses of soybeans include soy milk, and from the latter tofu and tofu skin. Fermented foods include soy sauce, fermented bean paste, natto, and tempeh, among others. The oil is used in many industrial applications. The main producers of soy are the United States (35%), Brazil (27%), Argentina (19%), China (6%) and India (4%). The beans contain significant amounts of phytic acid, alpha-linolenic acid, and isoflavones.",26716.0,Soybean,85.jpg,image/jpeg,166339.0,2012-04-20 09:32:19 UTC,91.0,Soy,Soy,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,3847.0,True
85,86,Sunflower,Helianthus annuus,"Sunflower (Helianthus annuus) is an annual plant native to the Americas. It possesses a large inflorescence (flowering head), and its name is derived from the flower's shape and image, which is often used to depict the sun. The plant has a rough, hairy stem, broad, coarsely toothed, rough leaves and circular heads of flowers. The heads consist of many individual flowers which mature into seeds, often in the hundreds, on a receptacle base. From the Americas, sunflower seeds were brought to Europe in the 16th century, where, along with sunflower oil, they became a widespread cooking ingredient. Leaves of the sunflower can be used as cattle feed, while the stems contain a fibre which may be used in paper production.",36616.0,Sunflower,86.jpg,image/jpeg,111070.0,2012-04-20 09:41:21 UTC,92.0,Herbs and Spices,Oilseed crops,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,4232.0,True
86,87,Sea-buckthornberry,Hippophae rhamnoides,"Hippophae rhamnoides, common sea-buckthorn, is a species of flowering plant in the family Elaeagnaceae, native to fixed dunes and sea cliffs in Europe and Asia. It is a spiny deciduous shrub.",503044.0,Hippophae rhamnoides,87.jpg,image/jpeg,63544.0,2012-04-20 09:32:28 UTC,93.0,Fruits,Berries,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,True,specific,193516.0,True
88,89,Hyssop,Hyssopus officinalis,"Hyssopus officinalis, hyssop is a herbaceous plant of the genus Hyssopus native to Southern Europe, the Middle East, and the region surrounding the Caspian Sea. Due to its properties as an antiseptic, cough reliever, and expectorant, it is commonly used as an aromatic herb and medicinal plant.",32536.0,Hyssop,89.jpg,image/jpeg,66318.0,2012-04-20 09:44:12 UTC,96.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,39324.0,True
89,90,Star anise,Illicium verum,"Illicium verum, commonly called Star anise, star aniseed, or Chinese star anise is a spice that closely resembles anise in flavor, obtained from the star-shaped pericarp of Illicium verum, a medium-sized native evergreen tree of northeast Vietnam and southwest China. The star shaped fruits are harvested just before ripening.",505892.0,Illicium verum,90.jpg,image/jpeg,395267.0,2012-04-20 09:42:16 UTC,97.0,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,124778.0,True
90,91,Swamp cabbage,Ipomoea aquatica,"Ipomoea aquatica is a semiaquatic, tropical plant grown as a vegetable for its tender shoots and leaves. It is found throughout the tropical and subtropical regions of the world, although it is not known where it originated. This plant is known in English as water spinach, river spinach, water morning glory, water convolvulus, or by the more ambiguous names Chinese spinach, Chinese convolvulus, swamp cabbage or kangkong in Southeast Asia. Occasionally, it has also been mistakenly called ""kale"" in English, although kale is a strain of mustard belonging to the species Brassica oleracea and is completely unrelated to water spinach, which is a species of morning glory. It is known as phak bung in Thai, rau mu?ng in Vietnamese, trokuon in Khmer, kalmi shak in Bengali, kangkung in Malay and Indonesian and hayoyo in Ghana.",30759.0,Ipomoea_aquatica,91.jpg,image/jpeg,907626.0,2012-04-20 09:37:36 UTC,98.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:19 UTC,2017-03-20 21:26:24 UTC,,,False,specific,89636.0,True
91,92,Sweet potato,Ipomoea batatas,"The sweet potato (<i>Ipomoea batatas</i>) is a dicotyledonous plant that belongs to the family Convolvulaceae. Its large, starchy, sweet-tasting, tuberous roots are a root vegetable. The young leaves and shoots are sometimes eaten as greens. The sweet potato is only distantly related to the potato (<i>Solanum tuberosum</i>) and does not belong to the nightshade family, Solanaceae, but both families belong to the same taxonomic order, the Solanales. (Wikipedia)",30764.0,Sweet Potato Pie (album),92.jpg,image/jpeg,119745.0,2012-04-20 09:39:18 UTC,99.0,Vegetables,Tubers,Type 1,2011-02-09 00:37:19 UTC,2017-06-19 20:54:02 UTC,,,False,specific,4120.0,True
92,93,Black walnut,Juglans nigra,"Juglans nigra, the eastern black walnut, a species of flowering tree in the walnut family, Juglandaceae, is native to eastern North America. It grows mostly in riparian zones, from southern Ontario, west to southeast South Dakota, south to Georgia, northern Florida and southwest to central Texas. Isolated wild trees in the upper Ottawa Valley may be an isolated native population or may have derived from planted trees.
Black walnut nuts are shelled commercially in the United States. The nutmeats provide a robust, distinctive, natural flavor and crunch as a food ingredient. Popular uses include ice cream, bakery goods and confections. Consumers include black walnuts in traditional treats, such as cakes, cookies, fudge, and pies, during the fall holiday season. The nuts' nutritional profile leads to uses in other foods, such as salads, fish, pork, chicken, vegetables and pasta dishes.",19254.0,Black_walnut,93.jpg,image/jpeg,80754.0,2012-04-20 09:28:57 UTC,100.0,Nuts,Nuts,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,16719.0,True
93,94,Common walnut,Juglans regia,"Juglans regia, the Persian walnut, English walnut, or especially in Great Britain, common walnut, is an Old World walnut tree species native to the region stretching from the Balkans eastward to the Himalayas and southwest China. The largest forests are in Kyrgyzstan, where trees occur in extensive, nearly pure walnut forests at 1,000���2,000 m altitude���notably at Arslanbob in Jalal-Abad Province.",503244.0,Juglans regia,94.jpg,image/jpeg,76420.0,2012-04-20 09:37:01 UTC,101.0,Nuts,Nuts,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,51240.0,True
94,95,Lettuce,Lactuca sativa,"Around 50 AD, lettuce leaves were often cooked and served by the Romans with an oil-and-vinegar dressing; however, smaller leaves were sometimes eaten raw. During the 81?96 AD reign of Domitian, the tradition of serving a lettuce salad before a meal began. Post-Roman Europe continued the tradition of poaching lettuce, mainly with large romaine types, as well as the method of pouring a hot oil and vinegar mixture over the leaves. Today, the majority of lettuce is grown for its leaves, although one type is grown for its stem and one for its seeds, which are made into an oil. Most lettuce is used in salads, either alone or with other greens, vegetables, meats and cheeses. Romaine lettuce is often used for Caesar salads, with a dressing that includes anchovies and eggs. Lettuce leaves can also be found in soups, sandwiches and wraps, while the stems are eaten both raw and cooked. The consumption of lettuce in China developed differently from in Western countries, due to health risks and cultural aversion to eating raw leaves. In that country, ""salads"" were created from cooked vegetables and served hot or cold. Lettuce was also used in a larger variety of dishes than in Western countries, contributing to a range of dishes including bean curd and meat dishes, soups and stir-frys plain or with other vegetables. Stem lettuce, widely consumed in China, is eaten either raw or cooked, the latter primarily in soups and stir-frys.",36607.0,Lettuce,95.jpg,image/jpeg,96800.0,2012-04-20 09:34:18 UTC,102.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,4236.0,True
95,96,Grass pea,Lathyrus sativus,"Lathyrus sativus, is a legume (family Fabaceae) commonly grown for human consumption and livestock feed in Asia and East Africa. It is a particularly important crop in areas that are prone to drought and famine, and is thought of as an 'insurance crop' as it produces reliable yields when all other crops fail.",25877.0,Lathyrus sativus,96.jpg,image/jpeg,86106.0,2012-04-20 09:38:41 UTC,103.0,Pulses,Peas,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,3860.0,True
96,97,Sweet bay,Laurus nobilis,"Laurus nobilis is an aromatic evergreen tree or large shrub with green, glossy leaves, native to the Mediterranean region. It is one of the plants used for bay leaf seasoning in cooking. It is known as bay laurel, sweet bay, bay tree (esp. United Kingdom), true laurel, Grecian laurel, laurel tree or simply laurel. Laurus nobilis figures prominently in classical Greek, Roman, and Biblical culture.
The plant is the source of several popular herbs and one spice used in a wide variety of recipes, particularly among Mediterranean cuisines. Most commonly, the aromatic leaves are added whole to Italian pasta sauces. However, even when cooked, whole bay leaves can be sharp and abrasive enough to damage internal organs, so they are typically removed from dishes before serving, unless used as a simple garnish. Whole bay leaves have a long shelf life of about one year, under normal temperature and humidity. Bay leaves are used almost exclusively as flavor agents during the food preparation stage;
",503343.0,Sweet_bay,97.jpg,image/jpeg,105487.0,2012-04-20 09:34:43 UTC,104.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,85223.0,True
97,98,Lentils,Lens culinaris,"The lentil (Lens culinaris) is an edible pulse. It is a bushy annual plant of the legume family, grown for its lens-shaped seeds. It is about 40 cm (16 in) tall and the seeds grow in pods, usually with two seeds in each.
Lentils contain dietary fiber, folate, vitamin B1, and minerals. Red (or pink) lentils contain a lower concentration of fiber than green lentils (11% rather than 31%). Health magazine has selected lentils as one of the five healthiest foods.",503364.0,Lentils,98.jpg,image/jpeg,90861.0,2012-04-20 09:43:56 UTC,105.0,Pulses,Lentils,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,generic,3864.0,True
98,99,Garden cress,Lepidium sativum,"Cress (Lepidium sativum), sometimes referred to as garden cress to distinguish it from similar plants also referred to as cress. Garden Cress is a rather fast-growing, edible herb. Garden cress is genetically related to watercress and mustard, sharing their peppery, tangy flavor and aroma. In some regions, garden cress is known as mustard and cress, garden pepper cress, pepper grass, pepperwort or poor person's pepper. This annual plant can reach a height of 60��cm (~24��inches), with many branches on the upper part. The white to pinkish flowers are only 2��mm (1/12 of an inch) across, clustered in branched racemes.",22978.0,Garden cress,99.jpg,image/jpeg,169763.0,2012-04-20 09:39:16 UTC,106.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,33125.0,True
